transport_mode,distance_km,weather,time_of_day,co2_kg
0,2.22,0,17,0.568
3,12.0,1,5,0.468
3,29.69,0,10,1.979
2,9.87,1,22,0.278
1,16.97,1,19,2.035
4,9.11,0,3,0.018
1,24.36,1,6,2.458
1,17.06,0,9,1.342
3,9.8,0,16,0.362
0,2.15,1,0,0.48
0,28.23,1,3,6.205
2,6.44,1,14,0.311
1,9.12,1,19,1.142
2,2.44,0,21,0.096
1,18.77,1,18,1.643
3,11.36,1,3,0.565
2,8.05,1,5,0.32
1,9.36,0,4,0.892
4,13.95,1,10,0.026
4,1.19,0,2,0.01
2,15.96,0,3,0.396
0,1.15,0,6,0.139
2,15.05,0,20,0.406
1,9.62,0,19,0.953
2,22.4,1,3,0.682
4,21.01,1,20,0.033
0,25.86,1,23,3.906
1,3.31,0,5,0.22
3,7.52,0,7,0.505
1,1.65,1,15,0.172
4,4.59,1,3,0.01
3,28.42,0,22,1.602
4,21.89,1,10,0.033
2,27.78,1,3,1.375
4,24.05,1,22,0.028
1,1.41,0,4,0.11
1,15.78,0,8,1.22
4,25.22,1,4,0.046
2,8.43,0,0,0.294
4,17.24,0,8,0.031
4,14.73,1,9,0.021
1,26.96,0,10,2.41
4,22.33,0,20,0.029
4,27.97,1,15,0.041
1,10.93,1,11,1.036
2,29.91,0,3,1.162
3,5.81,0,15,0.264
0,22.6,1,9,4.652
2,14.9,0,4,0.638
0,16.3,1,21,2.77
0,19.54,1,4,3.566
3,16.75,1,20,1.282
0,4.62,1,13,0.674
2,3.77,1,12,0.144
0,6.25,1,3,1.352
2,21.11,1,5,1.054
4,11.92,1,13,0.013
4,12.13,1,19,0.025
1,28.7,0,22,2.411
2,2.86,0,7,0.092
0,19.61,1,6,4.618
0,11.13,0,14,1.583
4,28.16,0,18,0.019
2,21.0,1,6,0.692
2,26.52,1,7,1.072
1,27.78,0,20,2.117
1,6.41,0,19,0.575
2,6.93,0,21,0.17
1,25.95,1,23,2.268
4,23.49,0,19,0.034
2,25.98,1,16,1.138
0,17.08,0,12,3.074
2,17.81,0,3,0.686
2,5.3,1,1,0.145
1,5.7,0,3,0.589
4,17.49,1,6,0.019
1,15.45,1,13,1.163
4,16.54,1,7,0.022
0,16.77,1,14,2.747
0,16.96,0,6,2.409
2,24.06,0,3,1.146
1,23.56,0,13,1.57
4,5.39,0,1,0.01
3,14.92,1,16,1.02
0,12.53,1,8,2.084
3,29.2,0,22,1.439
0,17.45,1,6,4.932
0,5.29,0,1,0.994
1,3.71,1,6,0.26
2,12.12,1,13,0.696
0,1.92,1,1,0.415
2,26.37,0,23,1.141
0,21.14,1,9,5.233
0,12.33,0,11,3.235
4,8.2,1,5,0.017
1,15.28,1,11,1.211
0,29.93,0,22,7.176
4,1.64,0,10,0.01
3,8.97,1,1,0.506
3,3.29,0,9,0.153
2,26.91,1,15,0.762
3,11.95,0,19,0.434
0,24.12,0,11,5.704
3,21.16,0,15,0.668
0,24.6,0,12,6.207
4,11.85,1,9,0.023
4,18.65,1,2,0.039
2,16.67,0,13,0.679
2,10.92,0,22,0.344
0,24.73,1,23,6.361
2,14.33,1,19,0.717
2,27.95,0,15,0.916
3,2.85,1,21,0.126
2,6.12,0,5,0.202
0,1.09,1,7,0.28
4,23.35,1,8,0.017
1,19.12,1,5,1.461
4,26.25,0,19,0.017
3,26.62,0,13,1.144
0,15.83,1,17,3.732
1,3.75,0,14,0.316
2,5.7,0,9,0.232
0,22.84,1,7,3.391
1,15.1,1,5,1.629
2,6.69,1,12,0.181
2,22.98,0,0,0.742
3,4.74,1,17,0.368
0,2.71,1,11,0.793
1,28.88,1,21,2.783
1,29.78,0,2,2.636
2,20.97,1,0,0.877
0,26.69,0,0,6.106
1,1.11,1,11,0.1
3,28.84,0,8,1.222
0,3.72,0,16,0.619
4,26.69,1,15,0.036
0,25.78,1,5,5.669
3,14.79,0,20,0.581
4,16.27,1,9,0.019
0,13.6,0,21,3.52
0,14.57,1,17,3.065
4,18.48,0,23,0.025
2,26.76,1,2,0.966
0,8.1,0,17,2.389
4,24.56,1,6,0.017
3,25.16,1,23,1.417
2,3.92,1,6,0.177
1,13.64,0,1,0.893
3,13.77,0,7,0.492
4,16.56,1,1,0.029
3,16.26,1,2,0.856
3,6.77,0,21,0.241
1,29.95,0,7,2.436
4,14.28,0,6,0.012
3,12.72,0,16,0.452
4,14.75,0,10,0.027
3,3.99,1,2,0.152
4,6.08,0,17,0.01
3,21.29,0,3,1.023
2,25.54,1,23,1.211
1,4.74,1,1,0.334
3,27.99,0,12,1.104
1,18.21,0,23,1.623
2,18.81,1,12,0.629
2,18.78,0,5,0.928
3,12.16,1,15,0.93
1,17.52,1,0,1.529
0,18.63,0,5,3.705
2,9.59,1,20,0.471
4,7.76,0,11,0.01
1,8.76,1,13,0.599
3,21.97,0,22,1.617
2,13.26,0,18,0.282
0,27.04,1,7,5.439
0,25.8,0,17,4.484
2,10.37,0,18,0.418
1,25.47,1,15,1.708
0,25.66,1,14,6.47
0,20.67,1,9,3.754
2,23.79,0,19,0.922
3,16.19,0,19,1.143
3,6.57,1,18,0.246
2,16.45,0,19,0.708
1,26.36,0,6,1.777
0,10.83,1,16,2.364
0,17.88,1,18,4.762
2,20.66,1,0,1.07
1,3.1,1,8,0.312
4,21.42,1,23,0.021
2,15.89,0,22,0.78
2,29.9,0,21,0.831
1,1.41,0,10,0.123
0,28.39,0,22,5.748
3,2.85,0,21,0.115
0,1.91,1,6,0.506
0,6.87,1,20,1.904
4,19.98,1,16,0.037
1,19.96,0,17,1.64
0,1.27,0,15,0.238
0,20.89,0,4,3.389
2,7.21,0,2,0.186
0,8.09,0,10,1.99
1,19.67,0,21,1.543
0,27.46,0,16,4.093
3,10.43,1,7,0.561
2,9.13,0,4,0.308
0,26.36,1,2,7.546
1,9.77,0,15,0.821
3,20.6,1,4,0.827
2,1.61,1,0,0.07
3,17.27,0,22,1.181
3,12.55,1,14,0.763
1,21.46,1,14,1.878
3,1.03,0,13,0.049
3,16.78,1,7,0.743
0,12.34,1,4,2.747
1,12.29,0,1,1.182
3,25.27,1,15,1.474
1,17.81,0,18,1.844
3,16.31,1,4,0.821
1,14.73,1,6,1.132
4,14.47,1,4,0.012
0,13.38,1,7,2.717
3,15.5,0,21,1.153
0,24.79,1,0,4.64
0,23.87,1,23,4.476
0,22.62,1,20,3.912
3,14.11,1,21,0.912
1,22.54,1,19,2.26
4,26.16,0,5,0.052
0,2.08,0,0,0.424
0,4.38,1,19,1.333
1,2.81,1,3,0.192
3,27.61,0,8,1.575
2,22.22,0,20,0.982
3,19.87,0,20,1.144
2,8.64,1,20,0.368
4,18.78,0,9,0.025
3,5.56,1,20,0.375
4,1.39,0,10,0.01
2,16.72,1,17,0.766
4,1.14,1,18,0.01
4,11.66,0,6,0.011
1,16.18,0,2,1.477
2,15.74,1,15,0.895
1,23.04,1,10,2.738
0,4.55,1,8,0.829
2,8.91,0,10,0.409
4,13.28,0,19,0.022
4,26.8,1,9,0.025
2,26.72,0,11,1.163
0,6.21,0,13,0.884
0,2.02,1,8,0.314
2,6.5,0,4,0.142
3,3.43,1,8,0.136
0,1.09,1,15,0.228
1,9.19,0,8,0.762
3,19.96,0,17,0.643
3,27.0,0,10,1.839
0,10.73,0,12,2.021
3,8.28,0,3,0.528
0,24.61,1,21,4.384
3,13.74,1,6,0.595
3,7.48,1,2,0.452
2,27.13,1,7,0.584
4,6.5,1,19,0.01
1,7.79,1,0,0.709
1,21.8,0,6,2.087
0,4.19,0,13,1.073
4,1.66,0,13,0.01
4,17.86,1,5,0.032
3,0.87,0,11,0.038
4,23.61,0,13,0.015
2,21.7,1,12,0.856
1,28.77,0,18,3.179
0,26.93,1,2,5.661
4,23.58,0,15,0.03
1,17.97,1,3,1.441
3,8.85,0,1,0.516
3,3.43,1,23,0.193
4,20.32,1,5,0.04
3,19.27,1,22,1.021
3,9.78,1,20,0.684
4,24.25,0,9,0.029
1,15.59,0,0,1.325
3,6.78,1,9,0.31
1,16.2,0,2,1.163
4,7.07,0,1,0.01
1,21.26,1,9,2.187
4,2.5,0,6,0.01
2,23.07,0,18,1.001
2,15.01,0,15,0.506
3,7.8,1,6,0.472
3,10.68,0,10,0.314
1,11.9,0,6,0.996
0,9.42,0,8,2.06
3,13.83,0,7,0.821
3,27.64,1,23,1.455
1,9.08,1,11,0.913
3,8.93,1,6,0.32
3,24.97,1,15,1.405
0,4.65,0,20,1.233
0,26.25,1,19,7.09
2,11.15,1,23,0.482
0,1.8,0,5,0.435
0,14.88,1,17,2.736
2,15.52,1,6,0.71
1,1.4,0,11,0.148
0,25.96,1,19,5.645
0,0.78,1,11,0.147
3,20.49,1,3,1.011
0,23.17,1,20,7.032
1,11.08,1,20,0.843
1,18.62,1,7,1.389
4,23.06,1,8,0.025
0,17.47,0,23,4.463
0,27.43,1,6,4.006
2,20.86,0,20,0.99
1,12.49,0,10,1.555
2,10.49,0,1,0.351
1,6.25,0,2,0.394
4,16.24,1,20,0.014
2,24.09,1,0,0.769
2,23.15,1,7,0.74
3,5.04,0,5,0.291
0,25.38,1,13,6.515
1,27.95,1,15,2.811
1,18.19,0,0,1.664
2,4.86,1,1,0.212
2,14.21,0,4,0.564
2,1.48,1,21,0.051
3,6.59,1,14,0.434
1,6.96,0,23,0.452
4,20.37,1,2,0.027
1,14.54,1,0,1.437
4,24.75,1,8,0.018
4,8.61,1,17,0.01
4,15.52,1,7,0.026
2,4.63,1,4,0.264
2,5.98,0,5,0.23
1,14.21,1,2,0.925
3,1.66,1,3,0.082
2,25.61,1,0,1.1
4,10.86,1,2,0.021
3,5.55,0,20,0.21
1,19.07,1,1,1.769
1,6.52,1,22,0.434
0,21.38,1,13,3.436
4,2.95,1,2,0.01
0,21.01,0,3,4.427
3,29.72,1,9,1.281
2,14.4,0,7,0.298
0,10.3,1,16,1.66
0,27.01,1,6,6.267
3,23.23,1,17,1.191
3,18.26,0,2,1.317
3,15.3,0,13,0.617
0,19.23,1,16,2.996
4,14.68,0,11,0.013
2,1.58,0,22,0.067
4,23.08,0,23,0.014
3,10.53,0,4,0.749
1,21.97,1,11,1.812
1,10.52,1,18,1.043
4,22.94,0,1,0.022
1,11.61,1,11,1.489
1,7.73,0,13,0.605
0,19.03,1,6,2.688
2,23.97,0,13,0.863
1,13.64,0,14,0.871
0,0.55,1,6,0.078
1,9.46,1,1,0.987
3,20.98,1,3,1.364
3,8.8,1,14,0.533
1,23.7,0,12,2.3
3,26.16,1,20,1.878
2,23.19,0,10,0.719
3,16.37,1,19,0.99
4,20.1,0,14,0.023
2,26.02,1,6,1.146
4,5.68,0,16,0.012
3,21.23,1,6,1.658
1,10.4,0,16,0.855
0,27.95,0,10,7.118
1,1.2,0,22,0.09
0,16.44,0,15,3.131
2,23.75,0,9,0.541
0,2.52,1,16,0.482
3,16.96,0,13,1.005
0,25.92,0,13,4.38
3,4.18,0,15,0.197
1,25.42,0,17,2.636
4,3.16,1,19,0.01
1,1.21,1,14,0.09
2,20.63,0,7,0.519
1,6.19,0,9,0.547
4,5.72,1,19,0.01
0,9.19,1,9,2.012
4,26.2,1,20,0.06
1,6.04,1,4,0.565
0,19.18,1,7,4.878
3,8.19,1,14,0.437
1,6.37,1,12,0.507
3,9.67,1,20,0.547
4,1.07,0,8,0.01
3,0.59,0,4,0.03
4,9.02,0,23,0.017
4,29.2,1,2,0.053
3,5.32,0,17,0.267
2,15.58,1,6,0.566
0,1.18,1,6,0.25
3,6.25,0,11,0.46
2,8.8,1,5,0.393
0,13.16,1,21,2.871
3,17.79,0,14,0.535
4,24.58,1,6,0.051
0,20.04,1,17,3.292
3,2.73,1,17,0.21
1,2.02,1,23,0.14
4,17.78,0,11,0.011
2,10.81,0,14,0.471
4,20.66,1,17,0.024
4,19.8,1,22,0.037
3,11.09,0,10,0.566
4,12.19,0,8,0.013
1,10.22,0,17,0.826
1,14.33,1,19,1.843
4,7.61,1,11,0.01
2,16.16,0,12,0.686
1,22.64,1,11,1.972
3,13.41,1,18,0.928
1,4.86,1,15,0.484
4,24.44,1,7,0.032
1,26.92,1,13,2.342
1,23.45,0,7,2.302
3,23.92,0,15,1.172
2,13.87,1,17,0.382
3,8.69,1,0,0.337
2,13.32,0,6,0.351
2,3.38,1,17,0.142
0,26.57,0,3,5.035
3,2.02,0,1,0.078
2,20.2,1,12,0.53
3,3.9,1,4,0.149
4,14.03,0,22,0.025
0,28.09,1,16,4.789
4,1.52,1,21,0.01
4,2.03,0,16,0.01
2,8.33,0,20,0.362
1,27.22,0,1,2.25
4,25.39,1,4,0.041
3,13.39,0,12,0.938
1,19.18,0,15,1.436
2,1.39,0,23,0.039
4,7.67,1,23,0.014
4,17.1,0,8,0.029
4,18.37,0,18,0.037
4,26.07,0,23,0.031
3,26.57,0,11,0.959
4,15.64,1,20,0.017
3,17.47,1,7,1.167
0,18.94,1,18,3.107
3,18.49,1,3,1.087
4,18.59,0,11,0.027
2,23.51,0,0,0.542
3,11.81,1,3,0.477
3,6.65,0,5,0.384
3,14.62,0,16,0.551
4,17.75,0,18,0.024
4,14.53,0,5,0.013
4,18.76,0,3,0.03
3,15.27,0,1,0.995
2,25.87,0,21,1.112
1,6.71,1,14,0.586
0,5.21,0,14,1.207
2,18.4,1,7,0.674
3,14.55,1,13,1.095
2,11.63,1,1,0.621
4,28.8,1,16,0.048
3,5.43,1,19,0.214
0,9.37,1,8,2.461
4,10.69,1,22,0.011
0,10.46,1,5,1.649
4,21.99,1,13,0.051
3,1.28,0,0,0.062
3,12.18,1,17,0.514
2,25.29,1,11,0.865
2,22.47,1,7,0.63
1,1.78,1,5,0.202
2,3.35,1,8,0.168
1,7.84,1,6,0.67
3,2.09,1,21,0.132
0,21.48,0,1,2.499
1,25.38,1,21,2.461
4,29.78,1,12,0.038
1,16.35,1,20,2.108
4,14.63,0,1,0.013
2,12.12,1,15,0.286
2,2.41,0,23,0.071
1,5.1,0,22,0.462
4,13.15,1,14,0.011
1,16.63,1,16,1.32
1,5.54,0,21,0.544
0,14.79,0,20,4.208
1,23.3,0,2,1.727
0,28.29,1,9,4.698
2,24.32,1,11,1.058
1,9.49,0,20,0.946
2,28.33,0,14,1.12
3,23.87,1,10,1.262
0,20.97,1,19,5.222
0,13.29,0,23,2.565
0,15.4,1,15,3.363
2,18.39,0,3,0.41
0,10.89,1,11,1.767
2,5.41,1,5,0.289
3,9.98,0,1,0.391
2,24.73,0,13,1.115
4,15.75,1,6,0.027
3,4.19,1,6,0.168
1,13.77,1,19,1.57
2,21.18,1,1,1.122
0,24.76,0,11,4.758
4,11.35,0,6,0.017
3,16.54,0,3,1.02
2,24.8,1,12,1.058
1,15.24,0,21,1.804
1,25.64,1,1,2.374
4,5.03,0,20,0.01
2,18.13,0,18,0.56
4,11.06,0,4,0.011
1,6.58,1,6,0.463
2,10.56,1,7,0.463
0,19.11,1,12,4.901
0,13.31,0,23,2.25
1,26.5,0,6,2.703
0,15.51,1,19,2.996
2,23.36,1,19,1.228
0,29.1,0,5,5.047
1,15.36,0,12,1.214
4,1.75,1,15,0.01
0,23.73,1,22,6.632
4,25.07,1,17,0.046
0,9.81,1,14,1.612
0,23.31,0,2,4.022
4,0.9,1,20,0.01
4,5.09,0,18,0.01
4,3.93,1,15,0.01
4,10.36,1,7,0.012
1,10.31,1,4,1.128
1,2.33,0,22,0.15
1,13.74,0,15,1.354
3,26.99,0,3,1.329
0,18.55,0,13,4.155
2,17.82,1,2,0.875
0,27.74,0,17,7.515
3,5.75,0,1,0.389
0,8.36,1,21,2.153
2,29.79,1,15,0.727
3,28.11,1,17,1.191
2,29.98,0,17,0.749
0,12.11,0,5,2.412
0,4.5,1,17,1.178
0,12.37,1,20,3.57
4,28.77,1,17,0.061
4,6.18,0,19,0.01
1,18.45,0,13,1.78
1,4.5,1,13,0.328
3,7.72,1,8,0.407
1,15.3,1,12,1.518
1,24.33,1,18,2.063
0,8.21,0,8,1.751
3,8.07,0,15,0.548
4,21.88,0,11,0.018
0,26.81,0,16,4.344
2,17.82,1,2,0.844
3,29.91,0,8,1.045
2,8.31,1,2,0.191
4,8.39,0,7,0.011
4,16.05,1,5,0.018
3,7.47,0,13,0.484
0,21.05,0,20,4.335
4,5.42,1,14,0.011
3,22.37,0,12,1.437
2,7.42,0,21,0.243
2,13.11,0,11,0.431
2,24.77,0,5,0.808
2,16.26,0,22,0.403
1,27.59,1,11,3.489
1,22.29,0,15,1.803
3,13.33,0,2,0.492
3,14.62,1,3,0.989
4,20.58,1,8,0.042
0,2.23,1,12,0.586
0,25.61,1,5,5.349
4,14.28,0,2,0.01
1,29.75,1,10,3.921
2,3.07,1,23,0.092
3,4.48,0,2,0.186
3,25.63,1,11,1.897
2,4.17,1,7,0.229
2,10.37,0,17,0.499
1,10.37,1,2,0.979
1,21.23,0,6,1.828
1,12.52,1,13,1.356
3,1.52,1,2,0.108
0,14.16,1,6,3.579
3,19.47,0,8,1.077
3,13.39,0,9,0.904
2,27.64,0,11,0.796
1,2.9,1,12,0.308
2,2.31,0,19,0.12
0,5.93,1,13,1.107
4,7.51,1,9,0.011
2,9.08,1,3,0.374
4,7.66,0,5,0.01
2,1.22,0,5,0.06
2,2.06,0,8,0.079
1,4.81,1,16,0.534
1,11.7,1,20,1.229
1,25.68,1,23,1.635
4,2.94,0,16,0.01
1,27.18,1,5,3.255
3,14.67,1,19,0.723
1,10.79,1,23,0.811
3,9.32,0,16,0.425
4,2.78,1,9,0.01
3,7.64,0,3,0.536
2,22.97,0,10,0.733
3,29.89,0,6,1.12
4,16.89,0,13,0.019
3,9.7,1,1,0.593
1,27.1,1,11,2.652
4,14.85,1,22,0.028
1,2.88,0,14,0.285
1,22.93,0,2,1.71
4,10.45,0,1,0.01
1,13.57,0,13,1.123
2,9.54,1,7,0.351
3,1.29,1,10,0.088
3,2.9,0,2,0.193
3,9.71,1,7,0.641
2,20.94,1,19,0.856
4,29.33,1,16,0.038
4,8.58,0,21,0.017
2,7.17,1,8,0.244
3,21.25,1,5,1.098
3,14.86,0,16,1.012
3,8.49,1,17,0.618
1,8.41,1,17,0.844
1,16.91,0,14,1.636
4,25.78,1,5,0.045
2,23.32,0,15,0.647
0,1.28,0,8,0.353
1,22.95,1,15,2.526
0,27.83,1,1,3.735
2,8.57,1,7,0.309
0,3.34,0,16,0.715
0,19.24,0,23,4.718
3,18.18,0,11,1.311
1,6.2,0,23,0.467
0,22.58,0,14,4.454
4,0.9,0,13,0.01
1,4.61,0,2,0.411
0,27.14,1,21,5.902
3,7.6,1,6,0.301
2,21.43,0,6,0.892
4,1.31,0,8,0.01
1,26.72,1,21,2.653
3,26.63,1,15,2.073
1,5.12,1,19,0.442
0,1.55,1,10,0.441
4,11.4,1,11,0.023
4,7.19,1,10,0.01
3,1.3,0,0,0.063
1,14.87,1,15,1.409
3,26.84,0,12,1.613
2,17.98,0,0,0.549
1,15.87,0,17,1.284
3,13.49,0,9,0.863
2,1.04,1,4,0.047
3,17.79,1,2,0.875
3,23.19,0,13,1.529
4,23.53,1,9,0.052
0,4.72,1,0,0.641
1,6.33,1,9,0.779
3,0.8,1,17,0.052
3,20.44,1,4,0.784
0,3.35,0,21,0.895
4,22.48,0,7,0.013
0,1.42,0,2,0.378
2,18.74,1,4,0.772
2,11.18,1,17,0.575
3,15.17,0,7,0.526
2,29.18,1,17,1.024
0,19.17,1,22,3.693
1,16.42,0,14,1.639
0,7.78,1,5,1.922
0,12.24,0,6,3.097
3,2.02,0,3,0.083
4,20.48,0,3,0.025
2,25.44,1,6,0.98
3,8.58,0,9,0.549
3,21.58,1,5,1.117
2,6.39,1,14,0.16
0,3.01,0,18,0.562
4,8.17,1,1,0.01
4,1.19,0,11,0.01
3,3.85,0,16,0.242
0,12.78,1,14,2.398
4,8.77,0,8,0.014
4,29.9,1,21,0.043
4,5.74,1,6,0.01
1,11.1,0,3,1.096
0,15.47,1,21,2.912
0,10.95,1,4,1.786
4,15.89,1,21,0.012
0,23.62,1,3,3.045
3,15.2,1,20,0.856
3,24.48,0,5,1.334
0,0.94,1,18,0.234
3,11.27,1,23,0.733
2,9.7,0,11,0.481
2,8.06,1,15,0.191
3,5.42,0,13,0.226
4,17.31,0,7,0.024
3,15.97,0,12,0.464
1,7.69,0,5,0.741
3,18.92,1,2,1.016
0,26.05,1,0,6.94
0,20.52,1,14,4.823
1,14.35,1,3,1.167
2,13.16,0,2,0.329
4,12.6,1,14,0.021
4,7.43,0,8,0.012
0,24.11,0,0,5.535
2,16.98,1,7,0.769
3,4.81,1,0,0.328
3,17.12,1,21,0.658
0,18.73,1,21,5.799
4,19.18,0,10,0.025
1,20.87,1,0,1.966
1,10.6,0,6,0.967
4,14.54,0,9,0.01
2,22.24,1,8,1.107
1,11.51,0,15,1.135
4,1.45,0,2,0.01
0,12.98,0,18,3.21
4,9.34,0,19,0.01
0,12.58,1,7,3.294
3,22.65,1,10,1.005
1,4.01,0,13,0.267
1,24.04,0,10,2.817
4,5.58,0,2,0.01
1,1.74,1,21,0.172
1,18.56,1,8,1.69
4,20.41,1,8,0.038
0,0.87,1,5,0.174
1,21.32,1,21,2.616
1,20.78,1,3,1.622
4,18.45,1,23,0.017
0,18.38,0,16,2.435
2,8.84,0,13,0.384
0,13.23,1,14,3.339
1,1.93,1,6,0.183
1,15.44,1,9,1.243
4,27.64,1,20,0.022
0,24.7,1,5,5.345
1,19.99,0,3,1.867
0,16.93,0,18,3.948
1,25.46,1,13,2.045
4,14.51,1,20,0.013
0,22.74,0,17,4.504
0,19.03,0,2,3.145
2,9.01,0,17,0.489
2,28.17,0,21,1.008
1,8.26,0,12,0.683
0,10.11,1,8,3.338
2,17.1,0,23,0.9
4,25.55,1,15,0.042
4,6.86,1,2,0.014
1,16.2,0,8,1.844
1,24.37,0,4,2.502
1,29.35,0,12,2.438
1,18.35,0,15,1.217
4,26.52,1,1,0.038
3,11.36,1,5,0.589
0,21.91,1,13,3.873
3,21.3,1,12,0.924
3,20.16,1,10,1.558
2,9.34,0,17,0.243
4,2.61,1,5,0.01
3,5.45,1,7,0.263
4,23.19,0,14,0.034
0,7.87,1,9,2.325
4,18.49,0,19,0.02
3,2.59,0,17,0.146
2,21.52,1,10,0.834
4,19.51,0,11,0.02
2,21.46,0,19,0.958
1,29.29,1,0,2.594
0,22.61,0,2,4.32
4,25.62,1,14,0.046
1,20.79,0,18,1.511
0,20.95,0,7,3.878
1,22.06,1,12,2.459
1,29.72,0,5,1.828
4,1.02,1,19,0.01
1,19.9,1,8,1.902
1,6.91,1,5,0.684
4,26.31,0,9,0.021
2,2.43,1,8,0.114
1,21.82,1,5,1.709
1,28.65,0,5,2.307
1,27.43,1,14,2.695
0,6.53,1,4,1.348
4,2.3,1,15,0.01
4,25.91,0,16,0.037
2,7.81,0,3,0.377
4,26.07,1,23,0.037
1,29.49,0,0,1.944
1,1.58,0,18,0.182
2,9.01,0,18,0.286
4,13.19,1,19,0.01
1,21.13,1,0,1.97
0,3.59,0,10,0.951
2,2.59,0,16,0.098
4,7.21,1,3,0.013
4,22.14,1,21,0.028
2,7.58,1,10,0.271
1,4.89,0,17,0.477
4,17.0,1,20,0.016
3,26.34,0,19,1.316
0,11.12,1,20,1.931
0,0.98,1,22,0.243
0,23.08,0,23,5.17
2,5.26,0,7,0.218
3,29.69,1,16,1.345
2,2.16,0,11,0.107
1,5.52,1,21,0.688
2,6.12,0,18,0.276
0,18.43,0,16,3.652
1,3.33,0,1,0.321
2,16.57,1,6,0.714
2,8.53,0,3,0.348
2,26.31,0,11,1.174
0,4.03,0,10,0.638
3,12.46,0,10,0.719
1,22.06,0,2,2.158
2,6.59,1,1,0.378
1,11.45,0,18,1.162
3,20.63,0,14,1.489
1,9.63,0,21,0.952
2,19.42,0,2,0.865
2,1.67,1,22,0.07
4,12.14,0,19,0.013
2,24.17,0,3,0.933
3,27.14,1,4,1.751
4,4.01,0,17,0.01
3,20.38,1,17,1.281
1,7.95,0,8,0.677
0,24.83,0,23,3.986
1,15.97,0,9,1.326
4,13.45,0,14,0.014
0,26.17,0,5,5.364
1,7.8,1,19,0.586
1,3.24,0,8,0.285
1,14.18,0,23,1.283
3,1.11,0,6,0.041
2,12.63,1,12,0.379
4,17.68,1,4,0.031
2,7.86,0,0,0.34
1,1.28,0,11,0.102
3,25.84,1,8,1.568
4,17.99,1,7,0.021
0,29.22,0,17,6.435
1,11.64,1,4,0.848
1,12.27,0,14,1.007
4,21.29,0,19,0.028
0,28.84,1,5,5.299
4,15.95,0,18,0.01
3,6.27,0,1,0.381
3,9.83,1,16,0.553
0,22.46,0,8,5.353
2,4.82,0,19,0.17
3,17.29,1,10,1.241
4,29.19,1,14,0.048
2,23.28,0,13,0.689
1,10.21,1,4,0.759
1,15.05,1,7,1.414
0,8.9,0,7,1.491
4,13.31,0,14,0.018
1,9.4,0,6,0.743
4,4.47,1,9,0.01
1,14.71,0,1,1.582
2,1.99,0,9,0.06
2,13.92,1,5,0.368
1,12.84,1,5,1.504
0,28.07,1,3,7.534
3,18.72,1,13,0.782
1,26.15,1,9,2.076
0,10.16,1,18,1.924
1,26.65,0,6,2.223
3,12.87,1,20,0.8
3,26.63,0,17,1.376
0,12.98,1,6,1.836
2,20.18,1,14,0.473
0,6.31,1,7,1.438
4,15.05,0,3,0.03
1,5.52,1,15,0.634
3,26.73,1,21,2.041
1,2.18,0,0,0.14
2,28.43,1,19,1.448
3,20.83,0,7,0.754
1,11.75,1,15,1.265
3,28.35,0,17,1.31
4,22.06,0,5,0.036
3,10.47,0,23,0.581
2,26.81,0,0,0.922
4,14.37,1,15,0.03
0,7.96,0,18,1.4
0,18.88,1,19,3.553
4,29.2,0,6,0.057
3,29.29,0,5,1.429
4,20.17,0,8,0.036
3,5.1,0,19,0.349
4,25.29,1,11,0.053
4,13.35,0,7,0.025
1,13.1,1,1,1.285
1,8.74,1,11,0.755
2,16.29,1,23,0.9
2,15.3,0,13,0.52
0,6.17,1,0,1.788
3,16.53,1,15,0.933
2,28.63,0,9,0.91
4,7.17,1,1,0.01
1,20.12,1,22,2.139
0,28.11,1,0,5.626
4,23.53,1,1,0.023
3,18.92,0,9,0.941
0,22.15,0,14,2.843
2,26.16,1,22,1.27
1,18.61,1,11,1.572
1,9.56,0,22,0.9
1,14.18,1,7,1.033
1,22.07,1,21,2.159
1,3.19,0,4,0.281
1,15.12,0,13,1.264
2,16.45,0,10,0.548
3,13.17,0,21,0.863
0,1.32,0,6,0.306
3,21.02,0,5,1.514
3,26.25,0,7,1.878
2,11.76,1,9,0.464
4,5.27,1,20,0.01
3,3.14,1,20,0.201
3,2.64,1,5,0.139
2,27.03,1,6,0.967
3,5.92,0,22,0.293
4,7.45,0,20,0.01
4,12.8,1,10,0.028
1,20.07,1,13,1.416
3,12.68,0,14,0.867
0,6.56,1,11,1.907
1,27.45,1,16,2.138
2,23.36,0,8,0.52
1,28.86,0,18,2.372
0,24.93,0,18,5.278
4,17.44,1,5,0.031
3,8.96,0,8,0.486
1,26.08,1,5,1.981
2,10.5,1,14,0.607
4,15.36,1,14,0.01
3,16.01,1,18,0.849
3,26.28,0,3,1.539
4,21.45,1,20,0.041
1,18.68,0,9,2.079
2,10.08,1,17,0.375
3,1.95,1,22,0.111
1,20.15,1,17,2.309
1,14.33,1,14,1.544
4,14.83,1,3,0.03
1,20.77,0,6,1.322
2,13.85,1,5,0.335
3,26.24,0,0,1.683
2,1.9,1,8,0.089
1,2.38,1,14,0.223
2,20.45,1,18,1.035
0,28.93,0,7,4.05
2,25.22,1,1,0.681
2,23.09,1,9,1.013
3,22.8,0,22,1.62
0,20.24,1,0,3.483
2,29.38,0,17,0.716
2,18.41,0,1,0.411
0,5.3,0,5,1.192
1,22.23,1,5,1.702
1,21.75,0,19,1.96
